,id,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,funded_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp
8068,10110531,4,4,1,36,10000.0,10000.0,10.99,327.34,29000.0,20.61,4.0,23.0,19.0,265.3,36.0,11090.0,38.0,9526.89
8069,10111035,0,4,1,23,9600.0,9600.0,11.99,318.82,897000.0,1.71,0.0,26.0,27.0,259.1,36.0,12195.0,44.0,9152.01
8070,10111450,10,4,2,4,35000.0,35000.0,12.85,1176.77,87000.0,16.97,0.0,0.0,12.0,336.3,36.0,15673.0,35.0,34198.3
8071,10111956,2,4,2,37,25000.0,25000.0,20.5,669.33,150000.0,18.1,0.0,0.0,15.0,307.0,60.0,22329.0,19.0,24757.75
8072,10112350,0,0,2,15,5000.0,5000.0,13.53,169.75,82000.0,13.42,0.0,0.0,12.0,265.2,36.0,14327.0,22.0,4886.95
8073,10112833,1,4,2,4,14000.0,14000.0,13.53,475.3,106000.0,17.26,0.0,64.0,15.0,300.7,36.0,22737.0,33.0,13683.43
8074,10113286,11,4,2,4,27050.0,27050.0,21.48,1025.79,72000.0,32.92,0.0,59.0,11.0,257.0,36.0,14785.0,34.0,25957.16
8075,10113723,6,4,8,39,5825.0,5825.0,14.98,201.87,28000.0,23.38,0.0,0.0,18.0,245.8,36.0,2585.0,20.0,5695.86
8076,10114956,1,0,2,37,12000.0,12000.0,17.57,301.93,50000.0,26.52,0.0,59.0,11.0,260.6,60.0,5892.0,24.0,11745.77
8077,10115419,10,4,2,4,10000.0,10000.0,22.9,281.34,60000.0,13.6,2.0,17.0,12.0,203.8,60.0,5042.0,27.0,9817.26
8078,10115933,0,4,2,4,11100.0,11100.0,16.99,395.7,35000.0,19.58,0.0,66.0,8.0,285.9,36.0,5220.0,17.0,10619.68
8079,10117433,6,4,1,34,9000.0,9000.0,12.85,302.6,53000.0,17.58,0.0,0.0,15.0,225.9,36.0,7475.0,19.0,8585.34
8080,10118010,1,0,6,4,3600.0,3600.0,16.24,127.0,129996.0,16.85,2.0,15.0,12.0,295.9,36.0,10730.0,30.0,3521.74
8081,10118406,10,4,2,28,22750.0,22750.0,18.25,580.8,57557.0,15.45,2.0,12.0,13.0,269.5,60.0,17543.0,36.0,22278.09
8082,10118844,5,4,1,4,6000.0,6000.0,13.98,205.01,20000.0,26.05,0.0,0.0,13.0,207.5,36.0,7989.0,16.0,5728.42
8083,10119273,5,0,1,20,25000.0,25000.0,13.53,848.75,84087.0,15.54,0.0,0.0,11.0,384.1,36.0,26653.0,63.0,23861.01
8084,10119696,8,4,2,12,5600.0,5600.0,14.47,192.68,72000.0,14.6,3.0,9.0,6.0,254.1,36.0,2622.0,49.0,5348.2
8085,10120075,1,4,2,4,10000.0,10000.0,16.24,244.46,50000.0,33.46,0.0,0.0,10.0,403.2,60.0,13320.0,21.0,9890.88
8087,10120976,2,0,2,9,30000.0,30000.0,12.85,1008.66,135000.0,11.48,0.0,36.0,12.0,344.4,36.0,17463.0,36.0,29312.73
8088,10121311,9,0,2,29,8875.0,8875.0,17.57,318.95,35000.0,24.0,0.0,43.0,12.0,472.2,36.0,7006.0,34.0,8494.31
8089,10121691,11,0,2,8,12000.0,12000.0,7.62,373.94,87120.0,17.29,0.0,0.0,18.0,444.8,36.0,81462.0,27.0,11703.69
8090,10122098,10,4,7,28,3250.0,3250.0,25.99,97.29,19000.0,25.08,0.0,0.0,10.0,199.2,60.0,4744.0,13.0,3223.25
8091,10122507,11,3,1,3,12000.0,12000.0,7.9,375.49,50000.0,18.46,1.0,13.0,5.0,479.2,36.0,13147.0,25.0,11703.94
8092,10122896,10,0,2,32,14675.0,14675.0,14.98,508.57,49000.0,16.39,1.0,18.0,4.0,256.9,36.0,3706.0,10.0,14350.19
8093,10123424,7,0,8,30,14000.0,14000.0,17.57,352.25,40000.0,30.54,0.0,40.0,12.0,235.7,60.0,7394.0,20.0,13853.52
8094,10123803,11,3,8,41,1200.0,1200.0,23.4,46.71,45000.0,27.24,0.0,76.0,8.0,362.5,36.0,15110.0,20.0,1176.73
8095,10125066,1,4,2,19,13000.0,13000.0,15.61,454.55,71000.0,14.08,0.0,76.0,8.0,296.1,36.0,13777.0,16.0,12425.4
8096,5967209,11,5,13,10,14000.0,14000.0,14.09,388.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8097,6264816,11,5,13,9,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8098,6287749,11,5,13,41,3000.0,3000.0,14.09,83.33333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8099,6296396,11,5,13,4,2400.0,2400.0,14.09,66.66666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8100,6296846,11,5,13,21,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8101,6307393,11,5,13,38,8500.0,8500.0,14.09,236.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8102,6320472,11,5,13,11,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8103,6329754,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8104,6330968,11,5,13,23,1450.0,1450.0,14.09,40.27777777777778,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8105,6404617,11,5,13,9,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8106,6530526,11,5,13,15,14000.0,14000.0,14.09,388.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8107,6535563,11,5,13,9,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8108,6541442,11,5,13,14,2300.0,2300.0,14.09,63.888888888888886,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8109,6549962,11,5,13,32,13000.0,13000.0,14.09,361.1111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8110,6568612,11,5,13,28,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8111,6570568,11,5,13,38,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8112,6572361,11,5,13,4,1000.0,1000.0,14.09,27.77777777777778,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8113,6578127,11,5,13,39,5600.0,5600.0,14.09,155.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8114,6580420,11,5,13,4,5375.0,5375.0,14.09,149.30555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8115,6596246,11,5,13,28,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8116,6605356,11,5,13,38,4800.0,4800.0,14.09,133.33333333333334,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8117,6627003,11,5,13,4,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8118,6637504,11,5,13,18,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8119,6645430,11,5,13,4,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8120,6684637,11,5,13,28,6500.0,6500.0,14.09,180.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8121,6699658,11,5,13,31,8325.0,8325.0,14.09,231.25,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8122,6705869,11,5,13,13,9600.0,9600.0,14.09,266.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8123,6706740,11,5,13,6,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8124,6709081,11,5,13,28,11200.0,11200.0,14.09,311.1111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8125,6709549,11,5,13,28,2400.0,2400.0,14.09,66.66666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8126,6737013,11,5,13,41,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8127,6737876,11,5,13,31,11500.0,11500.0,14.09,319.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8128,6739588,11,5,13,41,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8129,6826739,11,5,13,23,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8130,6828521,11,5,13,24,4375.0,4375.0,14.09,121.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8131,6837398,11,5,13,25,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8132,6837966,11,5,13,39,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8133,6838367,11,5,13,6,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8134,6897288,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8135,6899046,11,5,13,4,5675.0,5675.0,14.09,157.63888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8136,6914675,11,5,13,4,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8137,6939398,11,5,13,39,7100.0,7100.0,14.09,197.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8138,6964795,11,5,13,12,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8139,6995330,11,5,13,28,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8140,7053449,11,5,13,3,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8141,7056597,11,5,13,10,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8142,7081610,11,5,13,34,3450.0,3450.0,14.09,95.83333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8143,7103394,11,5,13,4,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8144,7164571,11,5,13,4,2400.0,2400.0,14.09,66.66666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8145,7224792,11,5,13,1,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8146,7256276,11,5,13,4,14000.0,14000.0,14.09,388.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8147,7286847,11,5,13,15,3000.0,3000.0,14.09,83.33333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8148,7306744,11,5,13,39,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8149,7338257,11,5,13,21,13250.0,13250.0,14.09,368.05555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8150,7340605,11,5,13,28,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8151,7341962,11,5,13,12,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8152,7342668,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8153,7346004,11,5,13,10,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8154,7365633,11,5,13,4,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8155,7366064,11,5,13,12,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8156,7368239,11,5,13,32,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8157,7375422,11,5,13,28,8500.0,8500.0,14.09,236.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8158,7376759,11,5,13,29,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8159,7380082,11,5,13,3,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8160,7386063,11,5,13,28,4800.0,4800.0,14.09,133.33333333333334,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8161,7414817,11,5,13,4,11500.0,11500.0,14.09,319.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8162,7424792,11,5,13,37,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8163,7439126,11,5,13,28,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8164,7445689,11,5,13,33,9600.0,9600.0,14.09,266.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8165,7450283,11,5,13,4,2400.0,2400.0,14.09,66.66666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8166,7451128,11,5,13,23,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8167,7484969,11,5,13,28,4750.0,4750.0,14.09,131.94444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8168,7506015,11,5,13,38,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8169,7525285,11,5,13,16,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8170,7585119,11,5,13,9,4100.0,4100.0,14.09,113.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8171,7615439,11,5,13,4,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8172,7626035,11,5,13,16,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8173,7634738,11,5,13,39,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8174,7636302,11,5,13,18,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8175,7637837,11,5,13,23,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8176,7645336,11,5,13,41,13500.0,13500.0,14.09,375.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8177,7647993,11,5,13,14,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8178,7656551,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8179,7657363,11,5,13,18,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8180,7665144,11,5,13,25,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8181,7675725,11,5,13,10,9750.0,9750.0,14.09,270.8333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8182,7690472,11,5,13,20,1825.0,1825.0,14.09,50.69444444444444,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8183,7696606,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8184,7708248,11,5,13,28,8400.0,8400.0,14.09,233.33333333333334,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8185,7711140,11,5,13,28,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8186,7711498,11,5,13,10,2500.0,2500.0,14.09,69.44444444444444,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8187,7715188,11,5,13,10,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8188,7715554,11,5,13,0,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8189,7719960,11,5,13,3,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8190,7725880,11,5,13,28,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8191,7726728,11,5,13,28,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8192,7729377,11,5,13,32,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8193,7844705,11,5,13,13,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8194,7904584,11,5,13,12,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8195,7904949,11,5,13,6,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8196,7915016,11,5,13,37,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8197,7926249,11,5,13,41,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8198,7927095,11,5,13,7,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8199,8015201,11,5,13,38,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8200,8034709,11,5,13,29,4400.0,4400.0,14.09,122.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8201,8035129,11,5,13,6,11500.0,11500.0,14.09,319.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8202,8096391,11,5,13,4,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8203,8125812,11,5,13,18,8575.0,8575.0,14.09,238.19444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8204,8136409,11,5,13,32,7500.0,7500.0,14.09,208.33333333333334,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8205,8137767,11,5,13,9,7200.0,7200.0,14.09,200.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8206,8145283,11,5,13,13,10750.0,10750.0,14.09,298.6111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8207,8157729,11,5,13,19,7500.0,7500.0,14.09,208.33333333333334,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8208,8184870,11,5,13,23,4375.0,4375.0,14.09,121.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8209,8195390,11,5,13,9,8875.0,8875.0,14.09,246.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8210,8266491,11,5,13,6,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8211,8275665,11,5,13,39,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8212,8284589,11,5,13,4,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8213,8295348,11,5,13,13,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8214,8296096,11,5,13,12,8875.0,8875.0,14.09,246.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8215,8315993,11,5,13,28,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8216,8354563,11,5,13,4,2150.0,2150.0,14.09,59.72222222222222,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8217,8354967,11,5,13,30,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8218,8355409,11,5,13,28,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8219,8356432,11,5,13,3,6550.0,6550.0,14.09,181.94444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8220,8364695,11,5,13,10,8875.0,8875.0,14.09,246.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8221,8365119,11,5,13,28,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8222,8384650,11,5,13,9,13250.0,13250.0,14.09,368.05555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8223,8385850,11,5,13,4,15550.0,15550.0,14.09,431.94444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8224,8514664,11,5,13,4,12375.0,12375.0,14.09,343.75,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8225,8556123,11,5,13,2,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8226,8566216,11,5,13,15,8500.0,8500.0,14.09,236.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8227,8568951,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8228,8570453,11,5,13,5,2200.0,2200.0,14.09,61.111111111111114,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8229,8576350,11,5,13,4,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8230,8579047,11,5,13,10,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8231,8585122,11,5,13,28,9450.0,9450.0,14.09,262.5,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8232,8586556,11,5,13,26,1000.0,1000.0,14.09,27.77777777777778,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8233,8586934,11,5,13,4,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8234,8596763,11,5,13,4,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8235,8598250,11,5,13,2,1600.0,1600.0,14.09,44.44444444444444,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8236,8599870,11,5,13,28,6800.0,6800.0,14.09,188.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8237,8608022,11,5,13,39,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8238,8608402,11,5,13,13,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8239,8625779,11,5,13,29,9800.0,9800.0,14.09,272.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8240,8627837,11,5,13,27,3600.0,3600.0,14.09,100.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8241,8628387,11,5,13,10,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8242,8645258,11,5,13,12,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8243,8647291,11,5,13,32,7750.0,7750.0,14.09,215.27777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8244,8664595,11,5,13,1,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8245,8754830,11,5,13,9,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8246,8784923,11,5,13,37,14000.0,14000.0,14.09,388.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8247,8904689,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8248,8935777,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8249,8945668,11,5,13,37,3600.0,3600.0,14.09,100.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8250,8957111,11,5,13,26,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8251,8959203,11,5,13,38,10625.0,10625.0,14.09,295.1388888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8252,8960403,11,5,13,25,14125.0,14125.0,14.09,392.3611111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8253,8960811,11,5,13,25,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8254,8961660,11,5,13,28,2000.0,2000.0,14.09,55.55555555555556,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8255,8965670,11,5,13,20,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8256,8968510,11,5,13,1,6250.0,6250.0,14.09,173.61111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8257,8969985,11,5,13,32,3000.0,3000.0,14.09,83.33333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8258,8986690,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8259,8988201,11,5,13,38,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8260,8992320,11,5,13,41,9500.0,9500.0,14.09,263.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8261,8995822,11,5,13,25,8875.0,8875.0,14.09,246.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8262,9005533,11,5,13,18,8700.0,8700.0,14.09,241.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8263,9005877,11,5,13,32,4325.0,4325.0,14.09,120.13888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8264,9006524,11,5,13,1,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8265,9007367,11,5,13,37,7125.0,7125.0,14.09,197.91666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8266,9007789,11,5,13,18,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8267,9008664,11,5,13,10,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
